	ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment	Condition
GO:0030195...400	GO:0030195	negative regulation of blood coagulation	14	0.798446850431036	2.09927082536952	3.08166309382629e-05	0.00878714219325324	0.00776440077249014	358	tags=57%, list=5%, signal=54%	VTN/PLG/F2/APOE/PLAUR/PLAU/KLKB1/UBASH3B	TramMCP1_vs_Tram
GO:1900047...401	GO:1900047	negative regulation of hemostasis	14	0.798446850431036	2.09927082536952	3.08166309382629e-05	0.00878714219325324	0.00776440077249014	358	tags=57%, list=5%, signal=54%	VTN/PLG/F2/APOE/PLAUR/PLAU/KLKB1/UBASH3B	TramMCP1_vs_Tram
GO:0043500	GO:0043500	muscle adaptation	38	-0.63385048065493	-2.05025201967269	2.72303058752158e-05	0.00878714219325324	0.00776440077249014	381	tags=26%, list=6%, signal=25%	MTPN/CFLAR/HMOX1/CAMK2B/HDAC4/SMAD3/LMNA/CAMK2D/AIF1/GATM	TramMCP1_vs_Tram
GO:0042254...403	GO:0042254	ribosome biogenesis	273	0.37304709092427	1.70355301294591	2.55412805687426e-05	0.00878714219325324	0.00776440077249014	1738	tags=43%, list=26%, signal=33%	SNU13/RPL11/MTG2/GRWD1/UTP11/C1QBP/RPS27L/RAN/DDX18/NAF1/NOC2L/GEMIN4/RPL38/DDX47/NAT10/RRP7BP/MYBBP1A/RCL1/WDR43/WDR75/NOC4L/RPS28/RPS14/FBL/DDX10/DDX21/PWP2/RPSA/PRKDC/MALSU1/NMD3/RRP1/EIF4A3/WDR3/EIF6/UTP18/HEATR1/UTP4/RPS24/MTERF4/UTP20/URB1/ERCC2/POP5/WDR46/NOP58/URB2/XPO1/UTP6/NOL11/WDR36/NOL6/PAK1IP1/MDN1/PA2G4/RRP7A/BYSL/RPS6/TBL3/ABCE1/RPLP0/RPL10A/PES1/BRIX1/MRPL1/DDX49/NIP7/DDX52/NOP14/LAS1L/WDR12/NOL10/DIS3/NOLC1/CUL4A/PELP1/WDR18/PINX1/MRM2/GTPBP4/RRP15/CINP/PDCD11/KRR1/NPM1/RPF2/RPL7/TSR1/MRPS2/DCAF13/SDAD1/METTL16/METTL5/NOP9/PPAN/WDR74/SURF6/NUP88/HEATR3/NOL9/BUD23/DDX51/RPS15/RRP12/NOP56/ESF1/DDX3X/RPL14/NGDN/WDR55/METTL15/RPS5/DKC1/EBNA1BP2/MPHOSPH10/KRI1/DIMT1	TramMCP1_vs_Tram
GO:0051250	GO:0051250	negative regulation of lymphocyte activation	57	-0.562834778571185	-1.96644152199404	3.50017116436878e-05	0.00931512219210678	0.00823092882231564	400	tags=25%, list=6%, signal=23%	HLA-DRB1/CBFB/PTPN22/TNFAIP8L2/CD86/LAPTM5/PAG1/DUSP3/PTEN/LGALS3/FCGR2B/MNDA/ANXA1/TYROBP	TramMCP1_vs_Tram
GO:0045087	GO:0045087	innate immune response	308	-0.365955278987874	-1.63193000313877	3.98353321352937e-05	0.00993891536775578	0.00878211828851114	892	tags=20%, list=13%, signal=19%	TRIM22/YTHDF3/TANK/IKBKG/HLA-B/CD74/CEBPG/CYLD/CD84/BCL10/SIRT2/TREX1/RNASET2/SDHAF4/IRF5/NMI/SYK/JAK2/OTUD4/MPEG1/RNF135/SPI1/TKFC/VPS26B/CD47/MEFV/IL18/SLA/CSF1R/PLD4/IRF8/PTPN22/TNFAIP8L2/SIRPA/ASS1/RAB7B/PAK1/METTL3/VAMP3/TLR2/NLRX1/GRN/RPL13A/DAPK3/LGALS3/NAIP/NCF1/FCGR2B/SAMHD1/RNASE3/MNDA/NCF2/BANF1/RNASE6/VIM/ANXA1/CYBB/RPL39/TYROBP/AIF1/FAU/S100A8/S100A9	TramMCP1_vs_Tram
GO:0014002	GO:0014002	astrocyte development	10	-0.864363698574595	-2.0369363355532	4.59954101896395e-05	0.010800804557473	0.00954369161272334	519	tags=60%, list=8%, signal=55%	CDK6/PSEN1/GRN/VIM/S100A8/S100A9	TramMCP1_vs_Tram
GO:0006954...407	GO:0006954	inflammatory response	229	-0.383261582699586	-1.66733359343061	4.91942808505311e-05	0.0109101982864067	0.00964035293158654	1167	tags=33%, list=18%, signal=28%	UFL1/TUSC2/RAC1/MAPKAPK2/ABCD1/NFKB1/LIPA/RPS19/REL/MAP2K3/BPGM/GBP5/STK39/GPX1/BIRC2/IL1RN/DHRS7B/TOLLIP/ABHD12/SCYL1/IKBKG/CTNNBIP1/TIMP1/PRDX5/CYLD/THEMIS2/TREX1/POLB/IL6R/IRF5/NMI/SYK/JAK2/RICTOR/HDAC5/CD47/MEFV/BAP1/HLA-DRB1/IL18/CSF1R/PLD4/CST7/TNFAIP8L2/PRCP/SIRPA/HMOX1/PSEN1/HDAC4/ASS1/BST1/IL16/TLR2/NLRX1/GRN/GPSM3/CEBPA/PLD3/SMAD3/TMSB4X/MGLL/CCR1/NAIP/NCF1/GGT5/CHI3L1/FCGR2B/LYZ/CD36/ANXA1/CYBB/TYROBP/AIF1/S100A8/S100A9	TramMCP1_vs_Tram
GO:0006260...408	GO:0006260	DNA replication	188	0.392167650585556	1.71905806642514	5.2183980661066e-05	0.0109641289894198	0.00968800660361397	1748	tags=51%, list=26%, signal=39%	GRWD1/NFIC/PNKP/LIG1/RRM2/SSBP1/DACH1/MMS22L/CHEK1/CCNA2/KIN/RPA1/SET/PDS5A/DUT/MEAF6/DDX21/NAP1L1/RFC5/CDC45/TERF1/MCM7/ORC4/DHX9/PCNA/CDAN1/MCM4/MCM5/RBBP7/BARD1/CHAF1B/KAT7/NOC3L/GMNN/TONSL/WDHD1/ORC1/MCM6/POLD1/MCM2/INO80C/RRM1/PPP2CA/RNASEH1/MCRS1/TOPBP1/RFC2/ACTR5/ORC3/WRN/RUVBL2/WDR18/RUVBL1/PPP2R1A/DSCC1/CDK1/GTPBP4/RECQL/RBBP4/CINP/STOML2/TIMELESS/MCM3/RECQL4/CHAF1A/POLE4/PCLAF/BLM/BAZ1A/GINS2/ORC5/POLI/CDC34/UPF1/POLE2/JADE2/ORC2/GINS4/NASP/CARM1/SUPT16H/RPAIN/TOP1MT/CDK2/POLA2/PARP1/FAF1/PRIM1/WAPL/SMARCA5/GINS3/ZPR1/POLK/RBMS1/POLA1/RAD17	TramMCP1_vs_Tram
GO:0006364...409	GO:0006364	rRNA processing	202	0.393141747231309	1.74120943115805	5.50927093111923e-05	0.010996504778514	0.00971661415272659	1738	tags=44%, list=26%, signal=34%	SNU13/RPL11/UTP11/DDX18/NAF1/GEMIN4/DDX47/NAT10/RRP7BP/RCL1/WDR43/WDR75/NOC4L/RPS28/RPS14/FBL/DDX10/DDX21/PWP2/PRKDC/RRP1/EIF4A3/WDR3/EIF6/UTP18/HEATR1/UTP4/RPS24/MTERF4/UTP20/URB1/ERCC2/POP5/WDR46/NOP58/UTP6/NOL11/WDR36/NOL6/MDN1/PA2G4/RRP7A/BYSL/RPS6/TBL3/RPL10A/PES1/BRIX1/MRPL1/DDX49/DDX52/NOP14/LAS1L/WDR12/NOL10/DIS3/NOLC1/PELP1/WDR18/MRM2/GTPBP4/RRP15/PDCD11/KRR1/RPF2/RPL7/TSR1/DCAF13/METTL16/METTL5/NOP9/PPAN/WDR74/NOL9/BUD23/DDX51/RPS15/RRP12/NOP56/ESF1/RPL14/NGDN/WDR55/METTL15/DKC1/EBNA1BP2/MPHOSPH10/KRI1/DIMT1	TramMCP1_vs_Tram
GO:0030889	GO:0030889	negative regulation of B cell proliferation	13	-0.807607226899197	-2.03313142945889	6.18204321368879e-05	0.0117517697662122	0.0103839733378803	186	tags=31%, list=3%, signal=30%	PTEN/FCGR2B/MNDA/TYROBP	TramMCP1_vs_Tram
GO:0006968	GO:0006968	cellular defense response	17	-0.749424125176077	-2.0274198817278	7.86931690299239e-05	0.0130892971153107	0.0115658249745296	668	tags=41%, list=10%, signal=37%	BCL10/LGALS3BP/NCF1/LSP1/MNDA/NCF2/TYROBP	TramMCP1_vs_Tram
GO:0021782	GO:0021782	glial cell development	33	-0.636219874005478	-1.99590654627538	7.52006984277636e-05	0.0130892971153107	0.0115658249745296	785	tags=33%, list=12%, signal=30%	PLEC/SIRT2/CDK6/PSEN1/TLR2/GRN/NCSTN/PTEN/VIM/S100A8/S100A9	TramMCP1_vs_Tram
GO:0050729	GO:0050729	positive regulation of inflammatory response	38	-0.610293069208109	-1.97405324429715	7.60396873050556e-05	0.0130892971153107	0.0115658249745296	571	tags=32%, list=9%, signal=29%	NMI/JAK2/CD47/IL18/IL16/TLR2/GRN/GPSM3/CEBPA/NAIP/S100A8/S100A9	TramMCP1_vs_Tram
GO:0150076...414	GO:0150076	neuroinflammatory response	18	-0.747758215893361	-2.04897348182003	9.22180207565676e-05	0.0132564106958672	0.0117134880924615	564	tags=44%, list=9%, signal=41%	JAK2/IL18/CST7/PSEN1/TLR2/GRN/TYROBP/AIF1	TramMCP1_vs_Tram
GO:0061900...415	GO:0061900	glial cell activation	14	-0.782043566293381	-2.00891984077225	9.29808365441584e-05	0.0132564106958672	0.0117134880924615	564	tags=50%, list=9%, signal=46%	JAK2/CST7/PSEN1/TLR2/GRN/TYROBP/AIF1	TramMCP1_vs_Tram
GO:0003012...416	GO:0003012	muscle system process	118	-0.452229204044806	-1.80692011649467	8.55351272941425e-05	0.0132564106958672	0.0117134880924615	763	tags=22%, list=12%, signal=20%	MAP2K6/SNTB1/ASPH/TPM4/PDE4B/SRF/SRI/MTPN/CFLAR/HMOX1/CAMK2B/HDAC4/UTRN/MYH11/TRPM4/DAPK3/SMAD3/FLNA/LMNA/TPM3/CAMK2D/ATP2A1/ANXA6/DES/AIF1/GATM	TramMCP1_vs_Tram
GO:0051090	GO:0051090	regulation of DNA-binding transcription factor activity	178	-0.407045267689759	-1.72233515728454	8.65407614846229e-05	0.0132564106958672	0.0117134880924615	843	tags=23%, list=13%, signal=21%	TRIM22/ANXA4/IKBKG/CTNNBIP1/CEBPG/CYLD/ARRB1/GFI1/CIB1/CRTC2/BCL10/ATF2/PAXIP1/GAS6/SYK/JAK2/HDAC5/SPI1/SRF/MAPK3/PURA/SRI/COMMD1/LAMTOR5/IL18/MTPN/CFLAR/HMOX1/HDAC4/RAB7B/TLR2/HCLS1/THAP11/PTEN/SMAD3/TMSB4X/FLNA/CD36/CAT/S100A8/S100A9	TramMCP1_vs_Tram
GO:0032755	GO:0032755	positive regulation of interleukin-6 production	30	-0.639629517689421	-1.98017486128201	0.000126416668251922	0.0154937778075335	0.0136904465333416	789	tags=40%, list=12%, signal=35%	CD74/BCL10/IL6R/SYK/RAB7B/IL16/TLR2/MBP/SCIMP/CD36/TYROBP/AIF1	TramMCP1_vs_Tram
GO:0042116	GO:0042116	macrophage activation	33	-0.624514440315455	-1.95918504057669	0.000135542357507381	0.0154937778075335	0.0136904465333416	1257	tags=52%, list=19%, signal=42%	IFI35/DYSF/MYO18A/STK39/CD74/CD84/TREX1/NMI/SYK/JAK2/CST7/TLR2/GRN/CEBPA/FCGR2B/TYROBP/AIF1	TramMCP1_vs_Tram
GO:0051238	GO:0051238	sequestering of metal ion	11	-0.81819180109662	-1.9582265566896	0.000118917486982802	0.0154937778075335	0.0136904465333416	445	tags=45%, list=7%, signal=42%	SRI/FTH1/ANXA1/S100A8/S100A9	TramMCP1_vs_Tram
GO:0042274...421	GO:0042274	ribosomal small subunit biogenesis	75	0.494816542456561	1.88673276581845	0.000138511919367124	0.0154937778075335	0.0136904465333416	999	tags=37%, list=15%, signal=32%	SNU13/RPS27L/RPL38/NAT10/RRP7BP/RCL1/WDR43/RPS28/RPS14/PWP2/RPSA/PRKDC/WDR3/HEATR1/UTP4/RPS24/UTP20/ERCC2/WDR46/UTP6/NOL11/RRP7A/BYSL/RPS6/TBL3/DDX52/NOP14/NOL10	TramMCP1_vs_Tram
GO:0050868...422	GO:0050868	negative regulation of T cell activation	43	-0.569540607864592	-1.88592920554902	0.000138962781050534	0.0154937778075335	0.0136904465333416	400	tags=28%, list=6%, signal=26%	HLA-DRB1/CBFB/PTPN22/TNFAIP8L2/CD86/LAPTM5/PAG1/DUSP3/PTEN/LGALS3/FCGR2B/ANXA1	TramMCP1_vs_Tram
GO:0002683	GO:0002683	negative regulation of immune system process	155	-0.417358716015544	-1.72569478107816	0.000139723447162126	0.0154937778075335	0.0136904465333416	1383	tags=34%, list=21%, signal=27%	RHBDF2/LRCH1/DLG1/TMBIM6/STAT2/PPP3CB/HCK/DGKZ/RPS19/CNN2/DUSP22/KLRK1/ELF1/AHR/GPX1/RASSF5/YTHDF3/HLA-B/PHPT1/CD74/CD84/TREX1/NMI/SYK/SPI1/CDK6/CD47/LPXN/HLA-DRB1/CBFB/CST7/PTPN22/TNFAIP8L2/HMOX1/CD86/LAPTM5/METTL3/NLRX1/GRN/PAG1/CEBPA/CD59/DUSP3/PTEN/LGALS3/FCGR2B/SAMHD1/MNDA/MILR1/BANF1/ANXA1/TYROBP	TramMCP1_vs_Tram
GO:0033044	GO:0033044	regulation of chromosome organization	184	0.385117830237446	1.69011455368573	0.000132911577577737	0.0154937778075335	0.0136904465333416	1993	tags=46%, list=30%, signal=33%	SMARCD1/CENPV/SMG6/PNKP/CDC26/AURKB/BUB1/TRIM28/HNRNPD/BUB1B/SSBP1/NAF1/NAT10/CDCA8/PCID2/ACTB/INCENP/UBE2C/CENPF/TERF1/XRCC1/NCAPG/TRIP13/TOP2A/BAZ1B/MAD2L1/CCNB1/HNRNPU/MAP3K4/NSMCE1/MCM2/INO80C/SMARCB1/NCAPD2/MCRS1/ACTR5/RB1/RUVBL2/PINX1/RUVBL1/ANAPC5/TCP1/CCT7/NCAPH/UPF1/ZNF207/CDC23/CDCA5/SENP6/POT1/SMG1/SMC6/DHX36/DLGAP5/PSMG2/CDK2/PLK1/MAD1L1/HNRNPC/SMARCC1/SFPQ/SMARCA4/NSMCE2/PARP1/MAP2K7/WAPL/SMARCA5/BUB3/DKC1/KNTC1/CDC16/NBN/CCT6A/HNRNPA1/XRCC3/ANAPC2/SMC4/CTCF/DNMT1/SPC25/CCT4/PML/LIG4/CCT5	TramMCP1_vs_Tram
GO:0098542...425	GO:0098542	defense response to other organism	396	-0.333149140035816	-1.520988306684	0.000126924886168784	0.0154937778075335	0.0136904465333416	815	tags=19%, list=12%, signal=18%	TRIM22/YTHDF3/TANK/IKBKG/COTL1/MLKL/HLA-B/CD74/CEBPG/CYLD/CD84/RPL30/BCL10/SIRT2/TREX1/RNASET2/SDHAF4/ROMO1/IL6R/IRF5/NMI/SYK/JAK2/OTUD4/MPEG1/RNF135/SPI1/TKFC/RAB1A/MAPK3/VPS26B/CD47/MEFV/EXOSC5/IL18/SLA/CSF1R/PLD4/IRF8/PTPN22/TNFAIP8L2/SIRPA/ASS1/RAB7B/CHMP3/PAK1/METTL3/VAMP3/TLR2/NLRX1/GRN/RPL13A/DAPK3/LGALS3/NAIP/BATF/NCF1/HMGN2/FCGR2B/SAMHD1/RNASE3/BNIP3/MNDA/LYZ/CD36/NCF2/BANF1/RNASE6/VIM/ANXA1/CYBB/RPL39/TYROBP/AIF1/FAU/S100A8/S100A9	TramMCP1_vs_Tram
GO:0050869	GO:0050869	negative regulation of B cell activation	18	-0.73731193573572	-2.02034905406821	0.000170139008435174	0.0183566195046815	0.0162200801498227	313	tags=28%, list=5%, signal=27%	LAPTM5/PTEN/FCGR2B/MNDA/TYROBP	TramMCP1_vs_Tram
GO:0051052...427	GO:0051052	regulation of DNA metabolic process	324	0.335154260280086	1.57290910568203	0.000188686925257822	0.0198220580428744	0.0175149553057884	1671	tags=37%, list=25%, signal=29%	SMARCD1/WT1/SMG6/TFRC/BAX/RPS3/PNKP/TGFB1/KMT5B/AURKB/MRNIP/TRIM28/MIS18A/HNRNPD/SSBP1/NAF1/DACH1/KMT2A/CHEK1/NAT10/CCNA2/NSD2/MPV17/MSH6/NUDT16L1/ACTB/GSK3A/PRKD2/PDS5A/MEAF6/RFC5/PTGES3/SF3B3/PRKDC/HSP90AB1/SMARCAD1/TERF1/XRCC1/MCM7/ERCC2/DHX9/PCNA/OTUB1/CDAN1/MCM4/USP22/MCM5/BARD1/MEN1/FUS/KAT7/GMNN/HNRNPU/MAP3K4/MMS19/MCM6/NSMCE1/MCM2/INO80C/SMARCB1/EYA3/PPP2CA/PPP4C/MCRS1/RFC2/ACTR5/ORC3/YEATS4/CUL4A/WRN/RUVBL2/KDM1A/PINX1/RUVBL1/PPP2R1A/PRMT5/DSCC1/CDK1/GTPBP4/KPNA2/STOML2/TIMELESS/MCM3/PPP4R2/FLCN/TCP1/NPM1/CCT7/RIF1/BLM/BAZ1A/GINS2/ORC5/UPF1/RNF169/UBE2N/DFFB/POT1/JADE2/GINS4/TAF4/MSH2/SMG1/KPNA1/SMC6/DHX36/SUPT20H/CDK2/MLH1/HNRNPC/SMARCC1/SMARCA4/NSMCE2/PARP1/FAF1/MAP2K7/WAPL/SMARCA5/UBR5	TramMCP1_vs_Tram
GO:1903038	GO:1903038	negative regulation of leukocyte cell-cell adhesion	47	-0.57134529380697	-1.9349042401736	0.000196254669916369	0.0200884267257986	0.0177503211576182	400	tags=28%, list=6%, signal=26%	HLA-DRB1/CBFB/PTPN22/TNFAIP8L2/CD86/ASS1/LAPTM5/PAG1/DUSP3/PTEN/LGALS3/FCGR2B/ANXA1	TramMCP1_vs_Tram
GO:0090303	GO:0090303	positive regulation of wound healing	17	0.725401053357988	1.99161995564392	0.00020642634476205	0.0203752242261834	0.0180037381030325	231	tags=41%, list=3%, signal=40%	VTN/PLG/F2/ACTG1/PTK2/FERMT1/PLAU	TramMCP1_vs_Tram
GO:0006778	GO:0006778	porphyrin-containing compound metabolic process	24	-0.664144213450134	-1.93790128168764	0.000210435334278202	0.0203752242261834	0.0180037381030325	936	tags=46%, list=14%, signal=39%	TMEM14C/ABCB10/UROD/COX15/IBA57/TSPO/BLVRB/HMOX1/ALAD/BLVRA/RSAD1	TramMCP1_vs_Tram
GO:0042742...431	GO:0042742	defense response to bacterium	67	-0.506249291293765	-1.82754131300449	0.000214368591558042	0.0203752242261834	0.0180037381030325	704	tags=30%, list=11%, signal=27%	RPL30/SIRT2/ROMO1/IL6R/SYK/MPEG1/RAB1A/IL18/IRF8/TLR2/GRN/NAIP/RNASE3/LYZ/CD36/RNASE6/RPL39/FAU/S100A8/S100A9	TramMCP1_vs_Tram
GO:0001774...432	GO:0001774	microglial cell activation	12	-0.785147008368205	-1.93271689245696	0.000251055982802666	0.0233073368220522	0.020594580131499	564	tags=50%, list=9%, signal=46%	JAK2/CST7/TLR2/GRN/TYROBP/AIF1	TramMCP1_vs_Tram
GO:0048261	GO:0048261	negative regulation of receptor-mediated endocytosis	15	0.763723288549225	2.03653087950763	0.000264653862478992	0.0234777382003586	0.0207451483781778	168	tags=20%, list=3%, signal=20%	APOC1/APOC2/APOC3	TramMCP1_vs_Tram
GO:0002237	GO:0002237	response to molecule of bacterial origin	125	-0.426580823803603	-1.71356989366316	0.000259538612745548	0.0234777382003586	0.0207451483781778	1348	tags=34%, list=20%, signal=27%	MEF2C/SOD2/SIGIRR/HCK/PRKCA/MPO/MAPKAPK2/NFKB1/PCK2/MAP2K3/KLRK1/MAPKAPK3/TAP2/B2M/CDK4/SRR/CAPN2/GFI1/BCL10/SIRT2/IRF5/TAB2/JAK2/SPI1/PDE4B/TSPO/MAPK3/IL18/IRF8/CHMP5/PTPN22/SIRPA/CD86/ASS1/TLR2/ALAD/FCGR2B/SCIMP/CD36/VIM/S100A8/S100A9	TramMCP1_vs_Tram
GO:0048259	GO:0048259	regulation of receptor-mediated endocytosis	48	0.550636968898624	1.90256326538097	0.00027829098274959	0.0238952791913833	0.0211140914909623	168	tags=10%, list=3%, signal=10%	APOC1/VTN/TF/APOC2/APOC3	TramMCP1_vs_Tram
GO:0022900...436	GO:0022900	electron transport chain	118	-0.436250905514824	-1.74307747036976	0.000281332194888531	0.0238952791913833	0.0211140914909623	1501	tags=43%, list=23%, signal=34%	HAAO/NQO2/NDUFB9/NDUFA5/NDUFA10/UQCRC1/SOD2/NDUFA2/NDUFA7/BID/NDUFS7/GSR/PDIA5/COX7C/CYC1/FDX1/QDPR/UQCRH/COX5B/NDUFA8/SLC25A22/PLEC/DEGS1/COX6C/COX15/POLG2/NDUFB7/ASPH/ALDH4A1/UQCRC2/UQCRFS1/NDUFB1/COX4I1/COX7A2/COA6/COX7A2L/NDUFB4/COX6B1/GHITM/AFG1L/NDUFB3/THAP11/ALDH2/NDUFA4/DGUOK/NCF1/CYCS/NCF2/UQCRB/UQCR11/CYBB	TramMCP1_vs_Tram
GO:0097529...437	GO:0097529	myeloid leukocyte migration	75	-0.477970920879425	-1.74861101633604	0.00035782713374871	0.0297592899567678	0.0262955860787704	619	tags=23%, list=9%, signal=21%	IL6R/CD99/SYK/SPI1/PDE4B/MAPK3/CD47/CSF1R/SIRPA/BST1/LGALS3/CCR1/PPIB/ANXA1/AIF1/S100A8/S100A9	TramMCP1_vs_Tram
GO:0051091	GO:0051091	positive regulation of DNA-binding transcription factor activity	111	-0.439966219967607	-1.73270571533359	0.000367466176293463	0.0299372444033368	0.0264528282869902	892	tags=23%, list=13%, signal=20%	TRIM22/IKBKG/CEBPG/CIB1/CRTC2/BCL10/ATF2/JAK2/HDAC5/SRF/LAMTOR5/IL18/MTPN/CFLAR/HDAC4/RAB7B/TLR2/HCLS1/THAP11/PTEN/SMAD3/CD36/CAT/S100A8/S100A9	TramMCP1_vs_Tram
GO:0090218	GO:0090218	positive regulation of lipid kinase activity	15	0.751267544261586	2.00331661427655	0.000395532789389118	0.0302675033508938	0.0267446481723566	152	tags=27%, list=2%, signal=26%	EEF1A2/F2/PTK2/TGFB1	TramMCP1_vs_Tram
GO:0042088	GO:0042088	T-helper 1 type immune response	12	-0.77010298152637	-1.8956845348247	0.000395661707839463	0.0302675033508938	0.0267446481723566	400	tags=25%, list=6%, signal=24%	HLA-DRB1/IL18/ANXA1	TramMCP1_vs_Tram
GO:0032722	GO:0032722	positive regulation of chemokine production	23	-0.65637930945872	-1.89230051973556	0.000380246192024905	0.0302675033508938	0.0267446481723566	789	tags=43%, list=12%, signal=38%	CD74/CD84/IL6R/SYK/IL18/CSF1R/HMOX1/TLR2/MBP/AIF1	TramMCP1_vs_Tram
GO:0045622	GO:0045622	regulation of T-helper cell differentiation	11	-0.786368260132415	-1.88206140450832	0.000409430155548163	0.0302675033508938	0.0267446481723566	400	tags=45%, list=6%, signal=43%	HLA-DRB1/IL18/CD86/BATF/ANXA1	TramMCP1_vs_Tram
GO:0090257	GO:0090257	regulation of muscle system process	60	-0.514617925060149	-1.81153946067068	0.00040201989910467	0.0302675033508938	0.0267446481723566	517	tags=23%, list=8%, signal=22%	PDE4B/SRF/SRI/MTPN/CAMK2B/HDAC4/TRPM4/DAPK3/SMAD3/LMNA/CAMK2D/ATP2A1/ANXA6/AIF1	TramMCP1_vs_Tram
GO:0009311	GO:0009311	oligosaccharide metabolic process	19	-0.691560330122516	-1.90593878708402	0.000420037118357244	0.0304870577542204	0.0269386484902416	1790	tags=74%, list=27%, signal=54%	MAN1B1/GAA/GANC/MAN2C1/NAGA/MPDU1/BRAF/CTBS/GLA/MANBA/HEXB/GM2A/FBP1/FBP2	TramMCP1_vs_Tram
GO:0050819...445	GO:0050819	negative regulation of coagulation	15	0.747082229669467	1.99215612914391	0.000466454871363106	0.0313667835458537	0.0277159824022138	358	tags=53%, list=5%, signal=51%	VTN/PLG/F2/APOE/PLAUR/PLAU/KLKB1/UBASH3B	TramMCP1_vs_Tram
GO:0042093	GO:0042093	T-helper cell differentiation	19	-0.687400416822486	-1.89447407494816	0.000467142782697476	0.0313667835458537	0.0277159824022138	619	tags=32%, list=9%, signal=29%	IL6R/HLA-DRB1/IL18/CD86/BATF/ANXA1	TramMCP1_vs_Tram
GO:0002287	GO:0002287	alpha-beta T cell activation involved in immune response	20	-0.675636362023786	-1.87687275465151	0.000502874285304267	0.0313667835458537	0.0277159824022138	619	tags=30%, list=9%, signal=27%	IL6R/HLA-DRB1/IL18/CD86/BATF/ANXA1	TramMCP1_vs_Tram
GO:0002293	GO:0002293	alpha-beta T cell differentiation involved in immune response	20	-0.675636362023786	-1.87687275465151	0.000502874285304267	0.0313667835458537	0.0277159824022138	619	tags=30%, list=9%, signal=27%	IL6R/HLA-DRB1/IL18/CD86/BATF/ANXA1	TramMCP1_vs_Tram
GO:0002294	GO:0002294	CD4-positive, alpha-beta T cell differentiation involved in immune response	20	-0.675636362023786	-1.87687275465151	0.000502874285304267	0.0313667835458537	0.0277159824022138	619	tags=30%, list=9%, signal=27%	IL6R/HLA-DRB1/IL18/CD86/BATF/ANXA1	TramMCP1_vs_Tram
GO:0051036	GO:0051036	regulation of endosome size	11	-0.783863709619893	-1.87606711647021	0.000463670978307033	0.0313667835458537	0.0277159824022138	1299	tags=82%, list=20%, signal=66%	KXD1/BORCS7/BLOC1S2/BORCS5/SNAPIN/BLOC1S1/CHMP3/BORCS6/RAB11A	TramMCP1_vs_Tram
GO:0061041...451	GO:0061041	regulation of wound healing	37	0.566321100315916	1.8686878875832	0.000472379685043467	0.0313667835458537	0.0277159824022138	358	tags=30%, list=5%, signal=28%	VTN/PLG/F2/APOE/ACTG1/PTK2/PLAUR/FERMT1/PLAU/KLKB1/UBASH3B	TramMCP1_vs_Tram
GO:0032612	GO:0032612	interleukin-1 production	41	-0.566900986285818	-1.86177782406736	0.000484512554870894	0.0313667835458537	0.0277159824022138	611	tags=27%, list=9%, signal=25%	GAS6/JAK2/MEFV/SIRPA/IL16/SMAD3/NAIP/MNDA/CD36/ANXA1/TYROBP	TramMCP1_vs_Tram
GO:0032652	GO:0032652	regulation of interleukin-1 production	41	-0.566900986285818	-1.86177782406736	0.000484512554870894	0.0313667835458537	0.0277159824022138	611	tags=27%, list=9%, signal=25%	GAS6/JAK2/MEFV/SIRPA/IL16/SMAD3/NAIP/MNDA/CD36/ANXA1/TYROBP	TramMCP1_vs_Tram
GO:0048678	GO:0048678	response to axon injury	29	-0.613705204837796	-1.88647965880646	0.000569231468323998	0.0349595695622985	0.0308906016251614	564	tags=52%, list=9%, signal=48%	SOD1/SOD2/NDEL1/P2RX4/BRAF/JAK2/TSPO/CTNNA1/GRN/PTEN/FLNA/DPYSL3/BNIP3/TYROBP/AIF1	TramMCP1_vs_Tram
GO:0006275	GO:0006275	regulation of DNA replication	83	0.45896169677843	1.77969399754138	0.000609280736993832	0.0368522530618087	0.0325629944125412	1687	tags=52%, list=26%, signal=39%	SSBP1/DACH1/CCNA2/PDS5A/MEAF6/RFC5/TERF1/MCM7/DHX9/PCNA/CDAN1/MCM4/MCM5/KAT7/GMNN/MCM6/MCM2/INO80C/PPP2CA/MCRS1/RFC2/ACTR5/ORC3/RUVBL2/RUVBL1/PPP2R1A/DSCC1/CDK1/GTPBP4/STOML2/TIMELESS/MCM3/BLM/BAZ1A/GINS2/ORC5/JADE2/GINS4/CDK2/FAF1/WAPL/SMARCA5/GINS3	TramMCP1_vs_Tram
GO:0001819...456	GO:0001819	positive regulation of cytokine production	175	-0.386184255193862	-1.62467784351853	0.00066744107712405	0.0397675340280479	0.0351389638561303	789	tags=22%, list=12%, signal=20%	CD74/CEBPG/ARNT/CD84/BCL10/ATF2/IL6R/IRF5/SYK/JAK2/RNF135/PDE4B/RAB1A/LAMTOR5/MEFV/IL18/CSF1R/IRF8/PTPN22/HMOX1/CD86/PSEN1/RAB7B/LAPTM5/IL16/TLR2/GPSM3/SMAD3/NAIP/BATF/CHI3L1/MBP/SCIMP/MNDA/CD36/ANXA1/CYBB/TYROBP/AIF1	TramMCP1_vs_Tram
